OrderID,OrderDate,OrderDate,CustomerID,CustomerName,Region,Country,SalesChannel,ProductCategory,Product,Quantity,UnitPrice,GrossSales,DiscountPct,DiscountAmount,NetSales,ShippingCost,TaxRate,TaxAmount,TotalAmount,PaymentMethod,OrderStatus,SalesRep,CustomerRating,IsReturningCustomer
ORD-102462,10-Oct-25,10/10/2025,CUST-3618,Elizabeth Anderson,Europe,Netherlands,Marketplace - eBay,Clothing,Cotton T-Shirt,1,855.66,855.66,0.2,171.13,684.53,9.44,0.05,34.23,728.2,Bank Transfer,Cancelled,L. Novak,2,FALSE
ORD-103635,10-Nov-24,11/10/2024,CUST-3106,Emma Taylor,Asia,China,Website,Furniture,Desk Lamp,12,115.21,1382.52,0,0,1382.52,16.17,0.085,117.51,1516.2,Credit Card,Delivered,L. Novak,0,TRUE
ORD-103352,5-Apr-25,4/5/2025,CUST-4094,Richard Thomas,South America,Chile,Marketplace - eBay,Clothing,Baseball Cap,6,459.43,2756.58,0.1,275.66,2480.92,21.57,0.1,248.09,2750.58,Gift Card,Delivered,T. Andersson,0,TRUE
ORD-113003,19-Oct-25,10/19/2025,CUST-4255,Barbara Martin,Asia,Singapore,Mobile App,Sports & Outdoors,Dumbbell Set 20kg,6,429.57,2577.42,0.1,257.74,2319.68,11.17,0.07,162.38,2493.23,Cash on Delivery,Delivered,A. Chen,2,TRUE
ORD-113956,8-Dec-25,12/8/2025,CUST-1400,Mary Johnson,Europe,UK,Website,Clothing,Running Shoes,10,872.7,8727,0.2,1745.4,6981.6,11.6,0.1,698.16,7691.36,Cash on Delivery,Delivered,T. Andersson,5,TRUE
ORD-103177,20-Jul-23,7/20/2023,CUST-1199,Ava Brown,Europe,Netherlands,Phone Order,Electronics,Laptop Stand,7,773.64,5415.48,0.05,270.77,5144.71,19.83,0.19,977.49,6142.03,Debit Card,Delivered,R. Silva,1,FALSE
ORD-114334,13-Sep-25,9/13/2025,CUST-1856,Patricia Rossi,South America,Brazil,Phone Order,Clothing,Winter Jacket,10,699.55,6995.5,0.15,1049.33,5946.17,9.15,0.085,505.42,6460.74,Cash on Delivery,Delivered,J. Rivera,3,TRUE
ORD-112029,5-May-24,5/5/2024,CUST-4039,Mohammed Brown,Africa,South Africa,Marketplace - Amazon,Clothing,Cotton T-Shirt,4,551.06,2204.24,0.2,440.85,1763.39,20.54,0.085,149.89,1933.82,Credit Card,Delivered,M. Okafor,0,TRUE
ORD-113244,11-Dec-25,12/11/2025,CUST-1112,Sophia Rodriguez,Asia,South Korea,Retail Store,Furniture,Monitor Arm,11,36.53,401.83,0,0,401.83,27.13,0.05,20.09,449.05,Bank Transfer,Delivered,M. Okafor,4,FALSE
ORD-102067,20-Sep-23,9/20/2023,CUST-1059,Jessica Johnson,Europe,Netherlands,Marketplace - Amazon,Office Supplies,Whiteboard Markers,11,447.58,4923.38,0.15,738.51,4184.87,33.05,0.1,418.49,4636.41,Gift Card,Delivered,L. Novak,1,TRUE
ORD-107470,5-Apr-24,4/5/2024,CUST-2840,Robert Garcia,South America,Argentina,Marketplace - Amazon,Toys & Games,Puzzle 1000pc,5,8.73,43.65,0.05,2.18,41.47,31.63,0,0,73.1,PayPal,Shipped,T. Andersson,2,FALSE
ORD-112294,10-Dec-24,12/10/2024,CUST-4875,Mia Andersson,Oceania,New Zealand,Mobile App,Electronics,Bluetooth Speaker,5,144.03,720.15,0.1,72.02,648.13,27.13,0.19,123.14,798.4,Cash on Delivery,Delivered,M. Okafor,1,TRUE
ORD-114950,2-May-23,5/2/2023,CUST-2700,Ethan Rossi,North America,Mexico,Website,Books,Self-Help Guide,3,60.65,181.95,0.05,9.1,172.85,25.14,0.085,14.69,212.68,PayPal,Delivered,K. Tanaka,4,TRUE
ORD-110329,18-May-23,5/18/2023,CUST-3154,Jessica Jones,Oceania,Australia,Marketplace - eBay,Sports & Outdoors,Resistance Bands,12,242.01,2904.12,0.05,145.21,2758.91,11.57,0.2,551.78,3322.26,Bank Transfer,Delivered,L. Novak,5,TRUE
ORD-110118,20-Aug-24,8/20/2024,CUST-2407,Jennifer Jones,Oceania,New Zealand,Website,Books,Fiction Novel,3,354.3,1062.9,0,0,1062.9,18.39,0.1,106.29,1187.58,Credit Card,Delivered,N/A,0,TRUE
ORD-110367,8-Jan-23,1/8/2023,CUST-2128,Mohammed Martin,Africa,Nigeria,Retail Store,Toys & Games,Puzzle 1000pc,10,646.17,6461.7,0.15,969.25,5492.45,12.19,0.07,384.47,5889.11,Bank Transfer,Shipped,T. Andersson,2,FALSE
ORD-108624,29-Dec-23,12/29/2023,CUST-4277,Mary Rodriguez,South America,Argentina,Website,Clothing,Baseball Cap,11,561.66,6178.26,0.15,926.74,5251.52,24.63,0.07,367.61,5643.76,Bank Transfer,Delivered,S. Patel,4,FALSE
ORD-107341,1-Feb-23,2/1/2023,CUST-4759,Richard Martinez,Africa,Egypt,Marketplace - eBay,Toys & Games,Building Blocks Set,5,474.16,2370.8,0.05,118.54,2252.26,16.59,0,0,2268.85,Gift Card,Returned,T. Andersson,3,TRUE
ORD-107856,19-Aug-24,8/19/2024,CUST-3686,Ava Dubois,Asia,South Korea,Website,Home & Kitchen,Non-Stick Pan Set,10,36.23,362.3,0.2,72.46,289.84,14.81,0.05,14.49,319.14,Bank Transfer,Delivered,K. Tanaka,4,FALSE
ORD-106896,10-Apr-23,4/10/2023,CUST-2910,Linda Moore,Oceania,Australia,Phone Order,Electronics,Webcam HD,11,475.39,5229.29,0.2,1045.86,4183.43,4.32,0.085,355.59,4543.34,Debit Card,Shipped,L. Novak,3,TRUE
ORD-111687,15-Nov-23,11/15/2023,CUST-4541,John Costa,Oceania,Australia,Website,Office Supplies,Sticky Notes,4,271.03,1084.12,0.15,162.62,921.5,20.21,0.2,184.3,1126.01,Debit Card,Delivered,N/A,2,FALSE
ORD-107423,13-Dec-24,12/13/2024,CUST-3378,Elizabeth Garcia,Asia,India,Marketplace - eBay,Electronics,Webcam HD,3,359.13,1077.39,0.25,269.35,808.04,27.89,0,0,835.93,Bank Transfer,Processing,M. Okafor,0,TRUE
ORD-113751,24-Sep-24,9/24/2024,CUST-2913,Mia Kim,Europe,Italy,Website,Books,Fiction Novel,4,560.14,2240.56,0.25,560.14,1680.42,8.09,0,0,1688.51,PayPal,Delivered,L. Novak,3,FALSE
ORD-111822,30-Jun-24,6/30/2024,CUST-4785,David Kumar,Oceania,Australia,Mobile App,Books,Children's Storybook,1,670.4,670.4,0,0,670.4,19.24,0.2,134.08,823.72,Bank Transfer,Processing,S. Patel,4,FALSE
ORD-109572,12-Feb-24,2/12/2024,CUST-1000,Raj Silva,South America,Brazil,Retail Store,Furniture,Ergonomic Office Chair,6,464.15,2784.9,0.25,696.23,2088.67,27.59,0.05,104.43,2220.69,PayPal,Delivered,J. Rivera,5,TRUE
ORD-113875,30-May-25,5/30/2025,CUST-1805,Mia Silva,Asia,Japan,Marketplace - Amazon,Office Supplies,Notebook A5,11,13.87,152.57,0,0,152.57,16.54,0.05,7.63,176.74,Cash on Delivery,Delivered,K. Tanaka,5,TRUE
ORD-110040,1-Apr-25,4/1/2025,CUST-1832,Li Silva,South America,Chile,Mobile App,Clothing,Cotton T-Shirt,7,547.69,3833.83,0,0,3833.83,6.96,0,0,3840.79,PayPal,Delivered,J. Rivera,2,FALSE
ORD-104971,22-Nov-23,11/22/2023,CUST-2623,Emma Martinez,Africa,Egypt,Retail Store,Electronics,Mechanical Keyboard,5,192.66,963.3,0,0,963.3,21.64,0.07,67.43,1052.37,Debit Card,Delivered,M. Okafor,3,TRUE
ORD-114233,23-Sep-25,9/23/2025,CUST-4910,Fatima Okafor,Oceania,Australia,Marketplace - eBay,Books,Fiction Novel,6,721.61,4329.66,0.2,865.93,3463.73,1.64,0,0,3465.37,PayPal,Shipped,S. Patel,0,TRUE
ORD-105869,12-Sep-25,9/12/2025,CUST-1762,Patricia Williams,Africa,South Africa,Website,Books,Fiction Novel,6,506.34,3038.04,0,0,3038.04,22.11,0.2,607.61,3667.76,Bank Transfer,Delivered,S. Patel,1,TRUE
ORD-107009,2-Aug-23,8/2/2023,CUST-3793,Thomas Jones,Oceania,New Zealand,Retail Store,Sports & Outdoors,Camping Tent,2,410.88,821.76,0,0,821.76,27.27,0,0,849.03,Bank Transfer,Delivered,J. Rivera,2,FALSE
ORD-101700,18-Feb-23,2/18/2023,CUST-1196,Jennifer Rossi,Europe,Spain,Website,Electronics,Wireless Mouse,2,602.15,1204.3,0,0,1204.3,2.91,0.07,84.3,1291.51,Bank Transfer,Delivered,K. Tanaka,2,FALSE
ORD-103509,24-Apr-23,4/24/2023,CUST-4308,Fatima Martin,Oceania,Australia,Phone Order,Books,Fiction Novel,1,476.01,476.01,0,0,476.01,6.99,0.05,23.8,506.8,Gift Card,Delivered,S. Patel,1,FALSE
ORD-101408,23-Oct-23,10/23/2023,CUST-3267,Thomas Van Dijk,Europe,UK,Website,Sports & Outdoors,Water Bottle Insulated,3,896.78,2690.34,0.05,134.52,2555.82,11.17,0,0,2566.99,Bank Transfer,Shipped,A. Chen,5,TRUE
ORD-113069,15-Oct-23,10/15/2023,CUST-1636,Susan Smith,North America,Canada,Retail Store,Office Supplies,Printer Paper Ream,9,185.78,1672.02,0,0,1672.02,29.81,0.2,334.4,2036.23,Bank Transfer,Delivered,M. Okafor,1,TRUE
ORD-112813,14-Oct-24,10/14/2024,CUST-4318,Lucas Garcia,South America,Argentina,Retail Store,Furniture,Monitor Arm,3,111.15,333.45,0.25,83.36,250.09,22.02,0.085,21.26,293.37,Credit Card,Shipped,N/A,4,FALSE
ORD-103953,17-Aug-24,8/17/2024,CUST-3899,Thomas Okafor,Africa,Egypt,Website,Electronics,Wireless Mouse,10,625.61,6256.1,0,0,6256.1,13.32,0.07,437.93,6707.35,Cash on Delivery,Returned,N/A,4,FALSE
ORD-105179,16-Jul-23,7/16/2023,CUST-4502,Karen Anderson,Africa,Nigeria,Mobile App,Sports & Outdoors,Yoga Mat,1,663.49,663.49,0.15,99.52,563.97,9.25,0.19,107.15,680.37,Credit Card,Cancelled,L. Novak,4,FALSE
ORD-112635,27-Nov-23,11/27/2023,CUST-4483,Yuki Davis,Europe,Italy,Marketplace - eBay,Sports & Outdoors,Yoga Mat,1,733.12,733.12,0.15,109.97,623.15,19.1,0.19,118.4,760.65,Bank Transfer,Delivered,T. Andersson,5,FALSE
ORD-109406,10-Oct-24,10/10/2024,CUST-2637,John Lee,Oceania,Australia,Marketplace - Amazon,Electronics,Bluetooth Speaker,6,280.75,1684.5,0.25,421.12,1263.38,18.43,0.2,252.68,1534.49,Cash on Delivery,Shipped,T. Andersson,0,FALSE
ORD-114613,27-Aug-25,8/27/2025,CUST-3095,Elizabeth Perez,Oceania,New Zealand,Phone Order,Toys & Games,Puzzle 1000pc,6,874.81,5248.86,0.2,1049.77,4199.09,17.77,0,0,4216.86,Gift Card,Delivered,M. Okafor,5,FALSE
ORD-109607,3-May-24,5/3/2024,CUST-4955,David Jones,North America,Mexico,Marketplace - Amazon,Clothing,Cotton T-Shirt,3,636.39,1909.17,0,0,1909.17,13.05,0.1,190.92,2113.14,Cash on Delivery,Processing,T. Andersson,5,TRUE
ORD-112458,23-Feb-24,2/23/2024,CUST-4897,John Perez,Oceania,Australia,Marketplace - Amazon,Clothing,Wool Socks (3pk),10,241.34,2413.4,0,0,2413.4,21.53,0.085,205.14,2640.07,Debit Card,Delivered,M. Okafor,4,TRUE
ORD-109946,18-Jun-24,6/18/2024,CUST-3895,Sophia Thomas,Europe,Germany,Marketplace - Amazon,Furniture,Bookshelf,1,677.67,677.67,0,0,677.67,4.81,0.1,67.77,750.25,Gift Card,Shipped,M. Okafor,0,FALSE
ORD-112143,30-May-25,5/30/2025,CUST-4251,David Silva,Oceania,New Zealand,Marketplace - eBay,Home & Kitchen,Coffee Maker,4,389.28,1557.12,0,0,1557.12,3.74,0,0,1560.86,Credit Card,Processing,K. Tanaka,3,FALSE
ORD-102704,31-Oct-25,10/31/2025,CUST-4241,Ethan Jones,Europe,Netherlands,Phone Order,Toys & Games,Building Blocks Set,11,632.21,6954.31,0,0,6954.31,18.07,0.085,591.12,7563.5,PayPal,Delivered,L. Novak,1,FALSE
ORD-106200,8-Jan-25,1/8/2025,CUST-1779,Joseph Van Dijk,North America,Canada,Marketplace - Amazon,Toys & Games,Building Blocks Set,10,626.09,6260.9,0,0,6260.9,9.39,0.19,1189.57,7459.86,PayPal,Delivered,K. Tanaka,4,FALSE
ORD-103918,4-May-25,5/4/2025,CUST-4285,William Anderson,Asia,South Korea,Mobile App,Furniture,Filing Cabinet,5,301.21,1506.05,0,0,1506.05,30.52,0.05,75.3,1611.87,Cash on Delivery,Delivered,M. Okafor,2,TRUE
ORD-105478,4-Jun-24,6/4/2024,CUST-2099,Lucas Okafor,South America,Chile,Website,Furniture,Desk Lamp,9,796.6,7169.4,0.05,358.47,6810.93,2.31,0,0,6813.24,Credit Card,Cancelled,K. Tanaka,0,FALSE
ORD-101929,6-Jun-25,6/6/2025,CUST-4725,James Kim,South America,Chile,Retail Store,Electronics,USB-C Hub,11,801.07,8811.77,0.25,2202.94,6608.83,18.16,0.19,1255.68,7882.67,Credit Card,Delivered,S. Patel,4,FALSE
ORD-113343,26-Jul-25,7/26/2025,CUST-4729,Yuki Dubois,South America,Chile,Phone Order,Office Supplies,Ballpoint Pens (12pk),2,555.26,1110.52,0.25,277.63,832.89,23.06,0.2,166.58,1022.53,Debit Card,Delivered,J. Rivera,1,TRUE
ORD-105094,8-Apr-23,4/8/2023,CUST-4936,Priya Costa,South America,Chile,Retail Store,Furniture,Desk Lamp,1,892.33,892.33,0.25,223.08,669.25,8.8,0.07,46.85,724.9,Debit Card,Delivered,K. Tanaka,4,FALSE
ORD-109628,21-Nov-24,11/21/2024,CUST-3895,Mohammed Williams,Europe,UK,Phone Order,Clothing,Cotton T-Shirt,8,232.03,1856.24,0.1,185.62,1670.62,5.32,0,0,1675.94,Cash on Delivery,Shipped,L. Novak,3,TRUE
ORD-109102,8-Oct-25,10/8/2025,CUST-1445,Yuki Dubois,Europe,Italy,Marketplace - eBay,Office Supplies,Desk Organizer,4,9.28,37.12,0.1,3.71,33.41,25.2,0.05,1.67,60.28,Gift Card,Delivered,A. Chen,1,TRUE
ORD-103351,30-Sep-23,9/30/2023,CUST-3265,Karen Anderson,Europe,France,Marketplace - Amazon,Toys & Games,Puzzle 1000pc,4,326.22,1304.88,0,0,1304.88,27.78,0.05,65.24,1397.9,Credit Card,Shipped,R. Silva,2,TRUE
ORD-106004,10-Jan-25,1/10/2025,CUST-3689,Liam Dubois,Asia,India,Website,Office Supplies,Sticky Notes,6,252.9,1517.4,0.05,75.87,1441.53,18.82,0.085,122.53,1582.88,Cash on Delivery,Delivered,N/A,2,FALSE
ORD-109297,14-Nov-25,11/14/2025,CUST-2853,Ava Dubois,South America,Chile,Marketplace - eBay,Home & Kitchen,Electric Kettle,8,218.25,1746,0,0,1746,11.29,0.1,174.6,1931.89,PayPal,Shipped,J. Rivera,5,FALSE
ORD-104273,9-Jun-25,6/9/2025,CUST-3845,Emma Muller,Africa,Nigeria,Mobile App,Furniture,Desk Lamp,5,882.88,4414.4,0,0,4414.4,5.91,0.19,838.74,5259.05,Debit Card,Shipped,T. Andersson,1,TRUE
ORD-104324,1-Jul-23,7/1/2023,CUST-4767,James Nguyen,Oceania,Australia,Marketplace - Amazon,Sports & Outdoors,Water Bottle Insulated,4,798.28,3193.12,0.05,159.66,3033.46,5.02,0.07,212.34,3250.82,Debit Card,Delivered,T. Andersson,2,FALSE
ORD-109271,23-Feb-25,2/23/2025,CUST-3393,John Johnson,Africa,Nigeria,Website,Electronics,Webcam HD,3,73.17,219.51,0.2,43.9,175.61,12.85,0,0,188.46,Gift Card,Processing,T. Andersson,3,FALSE
ORD-112526,3-Oct-24,10/3/2024,CUST-1009,Wei Dubois,Asia,India,Marketplace - Amazon,Clothing,Cotton T-Shirt,12,39.5,474,0,0,474,5.15,0.19,90.06,569.21,PayPal,Delivered,M. Okafor,5,TRUE
ORD-110519,26-Aug-25,8/26/2025,CUST-3490,Susan Dubois,Africa,Egypt,Mobile App,Clothing,Wool Socks (3pk),8,186.59,1492.72,0.1,149.27,1343.45,33.11,0,0,1376.56,Debit Card,Processing,J. Rivera,5,TRUE
ORD-108897,30-Oct-23,10/30/2023,CUST-4779,Li Johnson,Oceania,Australia,Phone Order,Home & Kitchen,Coffee Maker,12,594.52,7134.24,0.2,1426.85,5707.39,29.28,0.1,570.74,6307.41,Credit Card,Shipped,A. Chen,4,FALSE
ORD-100722,25-Dec-25,12/25/2025,CUST-3663,Richard Muller,Africa,South Africa,Phone Order,Toys & Games,Action Figure,2,691.56,1383.12,0.2,276.62,1106.5,28.62,0.085,94.05,1229.17,Bank Transfer,Delivered,T. Andersson,0,TRUE
ORD-102395,12-Jul-24,7/12/2024,CUST-1961,Ana Okafor,Oceania,New Zealand,Marketplace - eBay,Books,Fiction Novel,7,730.8,5115.6,0,0,5115.6,27.58,0.05,255.78,5398.96,Bank Transfer,Shipped,L. Novak,3,TRUE
ORD-101424,6-Dec-24,12/6/2024,CUST-4146,Mary Lee,Asia,South Korea,Retail Store,Clothing,Baseball Cap,5,171.97,859.85,0,0,859.85,29.19,0.1,85.99,975.03,Bank Transfer,Shipped,L. Novak,4,TRUE
ORD-105633,26-Oct-24,10/26/2024,CUST-1886,Barbara Silva,South America,Brazil,Website,Toys & Games,Action Figure,11,312.11,3433.21,0.1,343.32,3089.89,20.12,0,0,3110.01,PayPal,Shipped,N/A,3,FALSE
ORD-114465,7-Jun-23,6/7/2023,CUST-3670,Fatima Andersson,Africa,Egypt,Phone Order,Clothing,Baseball Cap,10,606.2,6062,0.25,1515.5,4546.5,23.46,0.07,318.26,4888.22,Cash on Delivery,Delivered,T. Andersson,1,FALSE
ORD-108964,13-Sep-25,9/13/2025,CUST-1002,Jennifer Martin,Oceania,New Zealand,Mobile App,Home & Kitchen,Electric Kettle,12,498.08,5976.96,0.1,597.7,5379.26,19.96,0.19,1022.06,6421.28,Credit Card,Delivered,T. Andersson,2,TRUE
ORD-114904,26-Nov-25,11/26/2025,CUST-4474,Sophia Moore,Europe,UK,Marketplace - Amazon,Sports & Outdoors,Water Bottle Insulated,2,421.87,843.74,0,0,843.74,33.54,0.1,84.37,961.65,Debit Card,Shipped,T. Andersson,5,FALSE
ORD-110614,15-Feb-24,2/15/2024,CUST-4301,Jennifer Thomas,North America,USA,Marketplace - Amazon,Toys & Games,Puzzle 1000pc,1,114.59,114.59,0.2,22.92,91.67,6.26,0.05,4.58,102.51,PayPal,Delivered,J. Rivera,3,TRUE
ORD-113676,1-Sep-23,9/1/2023,CUST-2757,Mary Garcia,Africa,Nigeria,Mobile App,Sports & Outdoors,Water Bottle Insulated,1,628.72,628.72,0,0,628.72,19.09,0.19,119.46,767.27,Cash on Delivery,Delivered,L. Novak,1,TRUE
ORD-110656,24-Jun-25,6/24/2025,CUST-3438,William Davis,North America,Mexico,Website,Books,Business Strategy Book,7,841.72,5892.04,0,0,5892.04,3.03,0.2,1178.41,7073.48,Bank Transfer,Returned,K. Tanaka,0,TRUE
ORD-103985,27-Apr-23,4/27/2023,CUST-1526,Hiro Garcia,South America,Brazil,Marketplace - eBay,Books,Business Strategy Book,4,830.28,3321.12,0,0,3321.12,21.07,0.19,631.01,3973.2,Bank Transfer,Delivered,M. Okafor,4,TRUE
ORD-105293,10-Jan-24,1/10/2024,CUST-1808,Richard Lee,Africa,Egypt,Retail Store,Electronics,Power Bank 20000mAh,4,810.14,3240.56,0,0,3240.56,9.85,0.07,226.84,3477.25,Bank Transfer,Delivered,A. Chen,5,TRUE
ORD-107873,14-Apr-24,4/14/2024,CUST-1360,Noah Van Dijk,Europe,Spain,Phone Order,Toys & Games,Action Figure,12,631.18,7574.16,0,0,7574.16,1.21,0,0,7575.37,Credit Card,Delivered,N/A,3,FALSE
ORD-113682,6-Oct-23,10/6/2023,CUST-4435,Lucas Brown,Oceania,Australia,Marketplace - Amazon,Home & Kitchen,Electric Kettle,3,262.28,786.84,0.25,196.71,590.13,16.95,0.05,29.51,636.59,Cash on Delivery,Delivered,R. Silva,0,FALSE
ORD-101726,19-Oct-24,10/19/2024,CUST-3787,Richard Rossi,South America,Chile,Marketplace - eBay,Office Supplies,Stapler,8,890.54,7124.32,0.05,356.22,6768.1,0.64,0.07,473.77,7242.51,PayPal,Delivered,M. Okafor,5,FALSE
ORD-110588,9-Aug-25,8/9/2025,CUST-1510,Jennifer Martinez,Africa,South Africa,Marketplace - eBay,Home & Kitchen,Stainless Steel Water Bottle,2,63.81,127.62,0.15,19.14,108.48,34.06,0.19,20.61,163.15,Cash on Delivery,Delivered,S. Patel,0,TRUE
ORD-104105,7-Jan-23,1/7/2023,CUST-2619,Sarah Andersson,Africa,Egypt,Mobile App,Toys & Games,Puzzle 1000pc,7,133.32,933.24,0,0,933.24,14.62,0.085,79.33,1027.19,PayPal,Processing,T. Andersson,2,FALSE
ORD-111546,24-Jun-24,6/24/2024,CUST-3243,Joseph Dubois,South America,Chile,Marketplace - eBay,Clothing,Denim Jeans,8,38.19,305.52,0,0,305.52,17.57,0.05,15.28,338.37,Debit Card,Delivered,M. Okafor,5,FALSE
ORD-114711,2-Jun-23,6/2/2023,CUST-3612,Jennifer Rossi,Africa,Nigeria,Retail Store,Electronics,Power Bank 20000mAh,11,293.35,3226.85,0.25,806.71,2420.14,24.33,0.1,242.01,2686.48,Gift Card,Delivered,L. Novak,1,TRUE
ORD-112926,10-Dec-24,12/10/2024,CUST-2606,Sarah Kim,Europe,France,Phone Order,Furniture,Standing Desk,10,713.35,7133.5,0,0,7133.5,8.9,0.2,1426.7,8569.1,Credit Card,Cancelled,L. Novak,3,TRUE
ORD-105138,19-Feb-24,2/19/2024,CUST-4334,Ava Williams,Oceania,New Zealand,Website,Home & Kitchen,Coffee Maker,2,302.56,605.12,0.1,60.51,544.61,7.12,0.19,103.48,655.21,Credit Card,Delivered,A. Chen,2,FALSE
ORD-106269,19-Feb-23,2/19/2023,CUST-4061,Olivia Silva,South America,Argentina,Retail Store,Electronics,USB-C Hub,11,426.01,4686.11,0,0,4686.11,5.11,0,0,4691.22,PayPal,Delivered,T. Andersson,0,FALSE
ORD-100347,15-Jun-23,6/15/2023,CUST-2704,Emma Silva,North America,USA,Mobile App,Office Supplies,Whiteboard Markers,3,189.5,568.5,0.1,56.85,511.65,18.31,0.085,43.49,573.45,Debit Card,Delivered,J. Rivera,1,FALSE
ORD-113844,28-Jun-23,6/28/2023,CUST-4065,Wei Rodriguez,Oceania,Australia,Marketplace - eBay,Books,Fiction Novel,3,290.96,872.88,0.1,87.29,785.59,21.86,0.05,39.28,846.73,Cash on Delivery,Shipped,L. Novak,4,TRUE
ORD-102659,14-Dec-24,12/14/2024,CUST-3354,Noah Brown,Africa,Nigeria,Retail Store,Furniture,Standing Desk,11,175.89,1934.79,0,0,1934.79,10.11,0.1,193.48,2138.38,Cash on Delivery,Delivered,K. Tanaka,0,TRUE
ORD-111204,9-Mar-23,3/9/2023,CUST-4918,Patricia Moore,Oceania,Australia,Marketplace - Amazon,Electronics,Noise Cancelling Headphones,6,13.83,82.98,0,0,82.98,25.86,0.07,5.81,114.65,Gift Card,Delivered,A. Chen,0,TRUE
ORD-112884,2-Jul-24,7/2/2024,CUST-1552,Susan Andersson,South America,Brazil,Mobile App,Home & Kitchen,Non-Stick Pan Set,3,345.03,1035.09,0.2,207.02,828.07,32.52,0.1,82.81,943.4,PayPal,Delivered,M. Okafor,4,TRUE
ORD-104094,1-Apr-24,4/1/2024,CUST-3711,Raj Thomas,North America,Canada,Website,Clothing,Denim Jeans,4,193.71,774.84,0,0,774.84,6.1,0.1,77.48,858.42,Credit Card,Delivered,S. Patel,5,TRUE
ORD-101313,26-Aug-25,8/26/2025,CUST-4654,James Silva,North America,Canada,Mobile App,Electronics,Bluetooth Speaker,5,290.44,1452.2,0.1,145.22,1306.98,4.1,0.07,91.49,1402.57,Credit Card,Delivered,N/A,1,TRUE
ORD-100557,14-May-23,5/14/2023,CUST-3259,Richard Nguyen,Africa,South Africa,Retail Store,Clothing,Denim Jeans,1,220.09,220.09,0,0,220.09,34.18,0.1,22.01,276.28,Credit Card,Returned,K. Tanaka,0,TRUE
ORD-111547,21-Feb-23,2/21/2023,CUST-4530,Ava Anderson,Africa,Nigeria,Marketplace - eBay,Office Supplies,File Folders,4,72.61,290.44,0.15,43.57,246.87,29.2,0,0,276.07,Debit Card,Delivered,S. Patel,4,FALSE
ORD-107432,22-Mar-25,3/22/2025,CUST-3007,Patricia Rossi,Africa,Egypt,Mobile App,Clothing,Wool Socks (3pk),7,16.06,112.42,0,0,112.42,22.47,0.2,22.48,157.37,Cash on Delivery,Cancelled,T. Andersson,2,TRUE
ORD-106270,31-Aug-25,8/31/2025,CUST-3936,Mary Jones,Oceania,New Zealand,Retail Store,Sports & Outdoors,Camping Tent,4,79.67,318.68,0,0,318.68,18.91,0.19,60.55,398.14,Debit Card,Delivered,S. Patel,0,TRUE
ORD-106496,14-May-23,5/14/2023,CUST-1647,David Rodriguez,Europe,UK,Phone Order,Toys & Games,Board Game Classic,6,779.08,4674.48,0.2,934.9,3739.58,19.31,0.085,317.86,4076.75,Gift Card,Processing,A. Chen,0,FALSE
ORD-112962,21-Sep-23,9/21/2023,CUST-4709,Noah Garcia,North America,USA,Marketplace - eBay,Electronics,Bluetooth Speaker,3,691.76,2075.28,0.05,103.76,1971.52,17.57,0.085,167.58,2156.67,Cash on Delivery,Delivered,A. Chen,4,FALSE
ORD-102980,24-Dec-25,12/24/2025,CUST-4632,Wei Miller,Asia,Japan,Mobile App,Toys & Games,Board Game Classic,1,524.08,524.08,0.1,52.41,471.67,26.15,0.085,40.09,537.91,PayPal,Delivered,N/A,0,TRUE
ORD-106961,5-Nov-23,11/5/2023,CUST-3038,Jennifer Muller,Africa,Nigeria,Phone Order,Office Supplies,Printer Paper Ream,5,637.29,3186.45,0.1,318.64,2867.81,22.79,0.07,200.75,3091.35,Cash on Delivery,Shipped,J. Rivera,4,FALSE
ORD-106907,29-Dec-24,12/29/2024,CUST-3922,William Perez,South America,Chile,Marketplace - Amazon,Clothing,Baseball Cap,7,817.4,5721.8,0.05,286.09,5435.71,30.98,0.2,1087.14,6553.83,PayPal,Delivered,S. Patel,4,FALSE
ORD-109114,15-Feb-24,2/15/2024,CUST-3950,Mia Williams,Asia,India,Website,Home & Kitchen,Coffee Maker,6,227.38,1364.28,0.25,341.07,1023.21,12.78,0.07,71.62,1107.61,Cash on Delivery,Delivered,L. Novak,5,TRUE
ORD-113136,2-Feb-24,2/2/2024,CUST-3632,James Taylor,South America,Argentina,Website,Home & Kitchen,Air Fryer,12,392.93,4715.16,0.1,471.52,4243.64,24.55,0.2,848.73,5116.92,Credit Card,Returned,N/A,5,TRUE
ORD-110952,4-Apr-25,4/4/2025,CUST-3538,Wei Kumar,South America,Argentina,Marketplace - eBay,Toys & Games,Puzzle 1000pc,9,86.71,780.39,0.25,195.1,585.29,16.39,0.085,49.75,651.43,Bank Transfer,Processing,A. Chen,5,TRUE
ORD-102143,13-Jun-25,6/13/2025,CUST-2002,Thomas Kim,North America,Canada,Marketplace - Amazon,Clothing,Wool Socks (3pk),3,410.57,1231.71,0.25,307.93,923.78,8.72,0.05,46.19,978.69,Gift Card,Delivered,T. Andersson,5,TRUE
ORD-106898,28-Aug-23,8/28/2023,CUST-4648,James Taylor,Europe,Germany,Marketplace - eBay,Sports & Outdoors,Hiking Backpack,8,319.57,2556.56,0,0,2556.56,12.02,0.19,485.75,3054.33,Bank Transfer,Delivered,S. Patel,3,TRUE
